IID	Region	FirstAA	LastAA	Closest	PcntC	BestAvg	PcntAvg	BestOdds	OddsB	2ndBestOdds	Odds2B	BestOddsInf	OddsBInf	2ndBestOddsInf	Odds2ndBInf	C	A	Odds	OddsInf	Call
257938	East Africa	1	334	A	6.2	A	8.2	A	-71	X01	-99	A	-15	X01	-25	A	A	A	A	A
257940	East Africa	1	333	A	9.3	X22	11.3	A	-139	X10	-142	A	-19	X10	-21	A	X22	A	A	A
257942	East Africa	1	334	A	5.8	X22	8	A	-85	X01	-109	A	-10	X22	-14	A	X22	A	A	A
257944	East Africa	1	334	A	5.6	X22	7.6	A	-67	X22	-89	A	-10	X22	-10	A	X22	A	A	A
257950	East Africa	1	334	A	6	A	8.4	A	-78	X01	-111	A	-10	X16	-19	A	A	A	A	A
257956	East Africa	1	334	A	6.2	A	8.5	A	-70	X01	-105	A	-20	X33	-32	A	A	A	A	A
257964	East Africa	1	334	A	5.6	A	8.2	A	-87	X01	-121	A	-8	A2	-18	A	A	A	A	A
257966	East Africa	1	334	A	5.1	A	7.6	A	-64	X01	-103	A	-12	X01	-22	A	A	A	A	A
257970	East Africa	1	334	A	5.5	A	7.9	A	-64	X22	-96	A	-14	X22	-20	A	A	A	A	A
257974	East Africa	1	334	A	6.1	X22	7.9	A	-84	X22	-104	A	-13	X22	-18	A	X22	A	A	A
257976	East Africa	1	334	A	5.7	A	8.2	A	-79	X01	-113	A	-7	X01	-17	A	A	A	A	A
257980	East Africa	1	334	A	6.7	X22	8.6	A	-91	X22	-120	A	-9	X22	-11	A	X22	A	A	A
257982	East Africa	1	334	A	4.8	X22	7.1	A	-61	X09	-86	A	-9	X22	-15	A	X22	A	A	A
257984	East Africa	1	333	A	6.3	X59	8.6	A	-83	C	-85	A	-22	C	-27	A	X59	A	A	A
257986	East Africa	1	334	A	5.6	A	8.4	A	-78	X01	-105	A	-7	X22	-16	A	A	A	A	A
257988	East Africa	1	334	A	6.2	A	8.7	A	-86	A2	-118	A	-8	X01	-17	A	A	A	A	A
257990	East Africa	1	334	A	6.4	A	8.9	A	-92	X01	-123	A	-8	X01	-18	A	A	A	A	A
257992	East Africa	1	334	A	5.3	X22	8.9	A	-82	X16	-109	A	-19	X22	-24	A	X22	A	A	A
257994	East Africa	1	334	A	4.5	A	7.4	A	-56	X01	-87	A	-13	X01	-21	A	A	A	A	A
257996	East Africa	1	334	A	5.7	X22	7.9	A	-79	X22	-103	A	-7	X22	-11	A	X22	A	A	A
257998	East Africa	1	334	A	4.9	X22	7.5	A	-67	X22	-95	A	-12	X16	-19	A	X22	A	A	A
258002	East Africa	1	334	A	6.7	X59	8.3	A	-89	X01	-112	A	-10	X01	-15	A	X59	A	A	A
258004	East Africa	1	333	A	10.4	X59	12.1	A	-164	X16	-175	A	-8	A2	-12	A	X59	A	A	A
258008	East Africa	1	334	A	7.3	A	9.3	A	-98	X22	-124	A	-6	X22	-10	A	A	A	A	A
258014	East Africa	1	334	A	6.5	X22	8.6	A	-95	X01	-118	A	-8	X22	-15	A	X22	A	A	A
258016	East Africa	1	334	A	6.6	X22	8.4	A	-87	X22	-110	A	-10	X22	-17	A	X22	A	A	A
258018	East Africa	1	334	A	4.9	X22	7.5	A	-60	X16	-87	A	-12	X22	-19	A	X22	A	A	A
258020	East Africa	1	334	A	7.4	X15	9	A	-98	X10	-112	A	-21	X10	-22	A	X15	A	A	A
258022	East Africa	1	334	A	4.1	A	6.8	A	-46	X22	-88	A	-13	X01	-23	A	A	A	A	A
258024	East Africa	1	334	A	7.1	X22	9.2	A	-86	X01	-117	A	-13	X16	-22	A	X22	A	A	A
258026	East Africa	1	334	A	5.6	X59	7.3	A	-68	X37	-91	A	-12	X01	-19	A	X59	A	A	A
258028	East Africa	1	334	A	6.8	X59	8.8	A	-93	X22	-118	A	-7	X22	-15	A	X59	A	A	A
258030	East Africa	1	334	A	6.2	X22	8.3	A	-68	X01	-100	A	-12	X01	-16	A	X22	A	A	A
258032	East Africa	1	334	A	4.8	A	7.8	A	-62	X16	-99	A	-13	X16	-23	A	A	A	A	A
258034	East Africa	1	334	A	8.2	X22	10.2	A	-109	X09	-123	A	-20	A2	-24	A	X22	A	A	A
258036	East Africa	1	334	A	6.9	A	9.2	A	-87	X01	-118	A	-18	X16	-24	A	A	A	A	A
258038	East Africa	1	335	A	5	A	7.6	A	-66	X01	-98	A	-8	X01	-18	A	A	A	A	A
258040	East Africa	1	334	A	5.2	X59	7.4	A	-67	X01	-104	A	-12	A2	-20	A	X59	A	A	A
258042	East Africa	1	334	A	8.6	X22	10.7	A	-132	C	-144	A	-16	C	-20	A	X22	A	A	A
258044	East Africa	1	334	A	6	A	7.8	A	-67	X01	-99	A	-9	X01	-18	A	A	A	A	A
258050	East Africa	1	334	A	5.6	X22	7.8	A	-70	X09	-97	A	-8	X22	-11	A	X22	A	A	A
258052	East Africa	1	334	A	5.2	A	7.5	A	-65	X09	-98	A	-10	X01	-20	A	A	A	A	A
258054	East Africa	1	334	A	5.2	X22	7.3	A	-62	X22	-87	A	-16	X22	-26	A	X22	A	A	A
258056	East Africa	1	334	A	7.3	X22	9.6	A	-102	X22	-127	A	-11	X22	-19	A	X22	A	A	A
258058	East Africa	1	335	A	5.6	X22	7.7	A	-76	X22	-98	A	-11	X01	-19	A	X22	A	A	A
258060	East Africa	1	334	A	5.4	A	7.8	A	-70	X22	-100	A	-10	X16	-17	A	A	A	A	A
258062	East Africa	1	334	A	6.9	A	9.2	A	-99	A2	-133	A	-7	X01	-15	A	A	A	A	A
258064	East Africa	1	334	A	4.8	A	7.2	A	-56	X01	-84	A	-12	X01	-24	A	A	A	A	A
258066	East Africa	1	334	A	5.4	A	7.3	A	-66	X01	-91	A	-11	X22	-18	A	A	A	A	A
258070	East Africa	1	334	A	6.4	A	8.7	A	-79	X02	-110	A	-11	X22	-15	A	A	A	A	A
258072	East Africa	1	334	A	5.2	X15	7.5	A	-73	X01	-93	A	-10	X22	-14	A	X15	A	A	A
258074	East Africa	1	334	A	5.1	X22	7.4	A	-75	X22	-97	A	-9	X22	-14	A	X22	A	A	A
258076	East Africa	1	334	A	5.5	A	8.3	A	-66	X01	-97	A	-15	X01	-26	A	A	A	A	A
258078	East Africa	1	333	A	5.4	A	7.7	A	-74	X01	-108	A	-7	A2	-15	A	A	A	A	A
258080	East Africa	1	334	A	5.2	X22	7.5	A	-79	X22	-102	A	-7	X22	-13	A	X22	A	A	A
258082	East Africa	1	334	A	4.2	X59	6.2	A	-46	X01	-74	A	-15	X01	-22	A	X59	A	A	A
258086	East Africa	1	334	A	5.8	X22	7.4	A	-83	X22	-100	A	-10	X22	-14	A	X22	A	A	A
258088	East Africa	1	334	A	4	X22	7	A	-60	X22	-79	A	-14	X22	-17	A	X22	A	A	A
258092	East Africa	1	334	A	6.5	X22	9.1	A	-98	X01	-115	A	-8	X01	-13	A	X22	A	A	A
258096	East Africa	1	334	A	4.2	A	7.4	A	-56	X01	-91	A	-14	X01	-24	A	A	A	A	A
258100	East Africa	1	334	A	5.6	X22	7.5	A	-77	X22	-100	A	-10	X22	-14	A	X22	A	A	A
258112	East Africa	1	335	A	7.4	A	9.6	A	-98	A2	-132	A	-15	A2	-24	A	A	A	A	A
258116	East Africa	1	334	A	4.2	A	6.8	A	-48	X01	-81	A	-10	X01	-19	A	A	A	A	A
258120	East Africa	1	334	A	6	X22	8.1	A	-80	X22	-101	A	-11	X22	-13	A	X22	A	A	A
258124	East Africa	1	334	A	5.3	X22	8.1	A	-75	X09	-92	A	-12	X22	-19	A	X22	A	A	A
258128	East Africa	1	333	A	4.3	A	6.5	A	-44	X01	-82	A	-9	X22	-20	A	A	A	A	A
258130	East Africa	1	334	A	5.3	X59	7.1	A	-66	X01	-97	A	-13	X01	-19	A	X59	A	A	A
258164	Asia	38	247	A	4	X22	6.4	A	-31	X22	-49	A	-9	X22	-14	A	X22	A	A	A
258254	West Africa	1	266	A	4	X15	6.7	A	-53	X01	-66	A	-12	X22	-15	A	X15	A	A	A
258296	West Africa	1	266	A	6.3	X22	8.3	A	-78	X22	-88	A	-10	X22	-11	A	X22	A	A	A
258368	West Africa	1	266	A	5	X22	7.6	A	-64	X22	-81	A	-8	X01	-13	A	X22	A	A	A
258382	West Africa	1	266	A	3.7	X15	7	A	-57	X01	-68	A	-13	X22	-18	A	X15	A	A	A
258410	West Africa	1	266	A	4.7	X22	6.9	A	-56	X22	-71	A	-11	X01	-17	A	X22	A	A	A
258426	West Africa	1	266	A	3.7	X22	6.9	A	-56	X22	-72	A	-13	X22	-13	A	X22	A	A	A
258438	West Africa	1	266	A	4.9	X15	7.7	A	-71	X01	-79	A	-10	X22	-14	A	X15	A	A	A
258464	North America	1	333	A	3.9	A	7.2	A	-54	X16	-96	A	-12	A2	-23	A	A	A	A	A
258502	North America	1	335	A	5.1	X22	7.2	A	-62	X22	-88	A	-10	X22	-17	A	X22	A	A	A
258504	North America	1	334	A	6.4	A	8.7	A	-79	X09	-101	A	-12	A2	-22	A	A	A	A	A
258516	North America	1	334	A	3.9	A	6.6	A	-53	X01	-88	A	-8	X01	-19	A	A	A	A	A
258518	North America	1	334	A	4.4	A	7.2	A	-59	X01	-89	A	-8	X01	-17	A	A	A	A	A
258522	North America	1	334	A	4.5	A	7.3	A	-54	X09	-91	A	-13	X01	-22	A	A	A	A	A
258534	North America	1	334	A	6.7	X22	8.1	A	-73	D	-94	A	-20	D	-25	A	X22	A	A	A
258536	North America	1	334	A	5.8	X59	8.4	A	-76	X01	-102	A	-14	A2	-22	A	X59	A	A	A
258546	North America	1	335	A	5.6	X22	8.2	A	-83	X22	-110	A	-11	X22	-14	A	X22	A	A	A
258548	North America	1	334	A	6.3	A	8.8	A	-86	X01	-116	A	-13	X01	-21	A	A	A	A	A
258556	North America	1	334	A	6.6	A	8.9	A	-86	D	-107	A	-17	X48	-23	A	A	A	A	A
258572	North America	1	334	A	4	A	6.7	A	-49	X01	-94	A	-9	X01	-19	A	A	A	A	A
258576	North America	1	334	A	3.9	A	7.2	A	-52	X01	-91	A	-11	X15	-23	A	A	A	A	A
258598	North America	1	334	A	5	A	8.1	A	-66	X09	-98	A	-18	X16	-28	A	A	A	A	A
258612	North America	1	334	A	5.9	A	8	A	-77	X01	-112	A	-12	X01	-20	A	A	A	A	A
258632	North America	1	334	A	6.3	A	8.6	A	-78	X22	-111	A	-12	X01	-20	A	A	A	A	A
258634	North America	1	334	A	4.5	A	7	A	-53	X09	-88	A	-10	X16	-20	A	A	A	A	A
258638	North America	1	334	A	3.7	A	6.7	A	-48	X22	-84	A	-7	X01	-17	A	A	A	A	A
258642	North America	1	334	A	6.1	X22	8	A	-82	X22	-104	A	-12	X22	-19	A	X22	A	A	A
258664	North America	1	334	A	4.4	A	7.7	A	-64	X01	-102	A	-13	X15	-25	A	A	A	A	A
258694	North America	1	335	A	6.2	X15	9.3	A	-97	X09	-119	A	-9	X22	-16	A	X15	A	A	A
258714	North America	1	334	A	6.1	A	8.3	A	-72	X01	-101	A	-9	X01	-22	A	A	A	A	A
258718	North America	1	335	A	6	X15	8	A	-73	X01	-98	A	-10	X01	-17	A	X15	A	A	A
258726	North America	1	334	A	5.2	X22	7.6	A	-66	X22	-88	A	-8	X22	-11	A	X22	A	A	A
258732	North America	1	334	A	5.3	X59	8.2	A	-79	X01	-108	A	-9	X01	-17	A	X59	A	A	A
258760	North America	1	334	A	3.6	X22	6.8	A	-52	X22	-82	A	-9	X22	-15	A	X22	A	A	A
258786	North America	1	334	A	7	X15	9.3	A	-114	X01	-126	A	-10	X01	-15	A	X15	A	A	A
258790	North America	1	334	A	4.9	A	7.3	A	-62	X22	-100	A	-8	X01	-15	A	A	A	A	A
258794	North America	1	334	A	6	A	8.9	A	-81	X09	-113	A	-14	X22	-23	A	A	A	A	A
258796	North America	1	334	A	5.1	A	7.4	A	-60	X01	-97	A	-9	X01	-20	A	A	A	A	A
258800	North America	1	334	A	5.3	A	7.9	A	-72	X01	-110	A	-11	X01	-20	A	A	A	A	A
258806	North America	1	334	A	6.1	A	8.2	A	-82	X01	-109	A	-9	X01	-17	A	A	A	A	A
258816	North America	1	334	A	4.7	X15	7.7	A	-81	X01	-92	A	-10	X01	-15	A	X15	A	A	A
258820	North America	1	334	A	6.9	X22	8.8	A	-107	X22	-123	A	-10	X22	-15	A	X22	A	A	A
258824	North America	1	334	A	6.2	X59	8.8	A	-92	X01	-115	A	-9	X22	-15	A	X59	A	A	A
258826	North America	1	334	A	4.4	X22	6.8	A	-55	X22	-77	A	-10	X22	-12	A	X22	A	A	A
258836	North America	1	334	A	5.8	A	8.7	A	-78	X01	-114	A	-15	A2	-24	A	A	A	A	A
258848	North America	1	334	A	7.1	A	9.7	A	-106	X01	-136	A	-15	X01	-24	A	A	A	A	A
258858	North America	1	334	A	5.4	A	7.8	A	-74	X01	-109	A	-9	X01	-21	A	A	A	A	A
258864	North America	1	334	A	6.6	X22	8.9	A	-96	X01	-112	A	-16	X01	-20	A	X22	A	A	A
258872	North America	1	333	A	4.6	A	7.3	A	-57	X01	-89	A	-15	X01	-25	A	A	A	A	A
258876	North America	1	334	A	4.8	A	7.3	A	-55	X01	-88	A	-11	A2	-21	A	A	A	A	A
258880	North America	1	334	A	6.1	A	8.8	A	-79	X09	-115	A	-12	X01	-22	A	A	A	A	A
258892	North America	1	334	A	5.1	A	7.7	A	-63	X01	-103	A	-13	X01	-23	A	A	A	A	A
258894	North America	1	333	A	6.4	X22	7.8	A	-73	X01	-96	A	-14	X01	-22	A	X22	A	A	A
258920	North America	1	334	A	8	X33	9.7	A	-99	X02	-106	A	-22	X11	-27	A	X33	A	A	A
258924	North America	1	334	A	5.2	A	7.7	A	-59	G	-95	A	-16	X01	-27	A	A	A	A	A
258934	North America	1	334	A	5.4	X22	7.9	A	-82	X22	-103	A	-8	X22	-14	A	X22	A	A	A
258966	North America	1	333	A	7.6	A	10.5	A	-97	X10	-114	A	-16	H	-27	A	A	A	A	A
258978	North America	1	334	A	6.2	A	8.5	A	-86	X22	-113	A	-8	X01	-16	A	A	A	A	A
259044	North America	1	334	A	6.3	X22	8.1	A	-73	X09	-96	A	-14	X22	-22	A	X22	A	A	A
259054	North America	1	333	A	7	A	9.1	A	-102	X01	-124	A	-10	X01	-18	A	A	A	A	A
259062	North America	1	334	A	7.1	X22	9.5	A	-101	X22	-123	A	-7	X16	-16	A	X22	A	A	A
259068	North America	1	334	A	4.7	A	7.5	A	-58	X01	-96	A	-12	X01	-26	A	A	A	A	A
259090	North America	1	334	A	5.2	A	7.5	A	-55	X09	-94	A	-12	X22	-23	A	A	A	A	A
259096	North America	1	333	A	4.2	A	7.4	A	-57	X01	-91	A	-13	X16	-23	A	A	A	A	A
259114	North America	1	333	A	5.4	A	8	A	-73	X16	-101	A	-11	A2	-18	A	A	A	A	A
259118	North America	1	333	A	8.3	X22	10.4	A	-118	X09	-142	A	-9	X22	-12	A	X22	A	A	A
259138	North America	1	333	A	5.8	X22	7.7	A	-72	X22	-101	A	-9	X22	-13	A	X22	A	A	A
259154	North America	1	334	A	5.9	A	8.2	A	-76	X22	-113	A	-8	X01	-19	A	A	A	A	A
259154	North America	1	334	A	5.9	A	8.2	A	-76	X22	-113	A	-8	X01	-19	A	A	A	A	A
259160	North America	1	334	A	5.7	X59	7.4	A	-63	X01	-86	A	-9	X22	-18	A	X59	A	A	A
259162	North America	1	334	A	7.2	X22	9.2	A	-94	X09	-121	A	-17	X22	-24	A	X22	A	A	A
259172	North America	1	334	A	5.8	X59	7.7	A	-73	X01	-103	A	-10	X22	-20	A	X59	A	A	A
259188	North America	1	333	A	5.8	A	8.6	A	-85	X22	-121	A	-8	X01	-16	A	A	A	A	A
259198	North America	1	334	A	5.1	A	8.2	A	-73	X01	-102	A	-9	X01	-17	A	A	A	A	A
259200	North America	1	334	A	6.7	X59	9	A	-90	X01	-113	A	-11	X01	-18	A	X59	A	A	A
259206	North America	1	334	A	5.9	X22	8.9	A	-84	D	-103	A	-22	D	-28	A	X22	A	A	A
259214	North America	1	333	A	6.2	X22	8.4	A	-83	X22	-110	A	-10	X22	-17	A	X22	A	A	A
259216	North America	1	334	A	7	A	9.5	A	-107	X01	-135	A	-9	X01	-17	A	A	A	A	A
259226	North America	1	333	A	4	A	7.3	A	-54	X16	-88	A	-11	X53	-20	A	A	A	A	A
259232	North America	1	334	A	5.7	A	7.9	A	-70	X01	-103	A	-15	X01	-26	A	A	A	A	A
259244	North America	1	334	A	6.2	A	9.3	A	-101	X01	-139	A	-7	X01	-19	A	A	A	A	A
259250	North America	1	334	A	5.7	X22	8.3	A	-82	X22	-111	A	-9	X22	-18	A	X22	A	A	A
259252	North America	1	334	A	5.3	X22	7.6	A	-69	X01	-96	A	-18	X16	-24	A	X22	A	A	A
259264	North America	1	334	A	6.6	A	8.6	A	-77	X09	-106	A	-14	X01	-25	A	A	A	A	A
259286	North America	1	334	A	5.2	A	7.9	A	-71	X09	-110	A	-10	X22	-23	A	A	A	A	A
259292	North America	1	334	A	5.4	X59	8.1	A	-75	X01	-104	A	-8	X01	-18	A	X59	A	A	A
259300	North America	1	333	A	5	X22	8.3	A	-88	X01	-104	A	-12	X22	-19	A	X22	A	A	A
259322	North America	1	332	A	4.4	A	8.4	A	-73	X22	-112	A	-12	X22	-21	A	A	A	A	A
259326	North America	1	334	A	4.8	A	7.9	A	-67	X01	-103	A	-13	X15	-23	A	A	A	A	A
259344	North America	1	334	A	4.2	A	7.2	A	-58	X16	-96	A	-10	X16	-15	A	A	A	A	A
259346	North America	1	333	A	4.8	A	7.3	A	-60	X01	-95	A	-13	A2	-22	A	A	A	A	A
259364	North America	1	334	A	5.5	X22	8.7	A	-83	X22	-112	A	-8	X22	-16	A	X22	A	A	A
259392	North America	1	334	A	4.1	A	7	A	-52	X02	-87	A	-12	X01	-21	A	A	A	A	A
259398	North America	1	334	A	6.1	A	8.5	A	-90	X01	-117	A	-11	X01	-18	A	A	A	A	A
259406	North America	1	334	A	4.4	A	7.1	A	-61	X01	-98	A	-10	X01	-16	A	A	A	A	A
259408	North America	1	334	A	7.4	A	10	A	-117	X01	-138	A	-9	X01	-15	A	A	A	A	A
259420	North America	1	334	A	6.1	X22	8.4	A	-95	X22	-117	A	-9	X22	-12	A	X22	A	A	A
259426	North America	1	334	A	4.1	A	8	A	-66	X02	-107	A	-10	X22	-22	A	A	A	A	A
259428	North America	1	334	A	5.9	A-FSU	9.3	A	-93	X09	-115	A	-14	X09	-23	A	A-FSU	A	A	A
259440	North America	1	334	A	2.6	X22	7.9	A	-65	X01	-95	A	-12	X22	-12	A	X22	A	A	A
259444	North America	1	334	A	4.4	A	7.1	A	-55	X16	-93	A	-11	X16	-20	A	A	A	A	A
259454	North America	1	334	A	6.4	X22	9.2	A	-89	X09	-108	A	-15	X22	-20	A	X22	A	A	A
259468	North America	1	334	A	6.1	A	8.5	A	-86	X16	-116	A	-10	X01	-20	A	A	A	A	A
259476	North America	1	335	A	6.6	A	9.2	A	-82	X10	-99	A	-18	X10	-23	A	A	A	A	A
259478	North America	1	334	A	4.2	A	7	A	-54	X09	-93	A	-13	X15	-21	A	A	A	A	A
259484	North America	1	334	A	6.8	X22	8.4	A	-88	X22	-102	A	-14	X22	-20	A	X22	A	A	A
259500	North America	1	334	A	6.8	A	8.8	A	-90	X09	-115	A	-11	X22	-19	A	A	A	A	A
259504	North America	1	334	A	7.6	A	9.7	A	-94	X10	-116	A	-19	D	-25	A	A	A	A	A
259510	North America	1	334	A	7	X22	9	A	-91	X22	-115	A	-17	X22	-24	A	X22	A	A	A
259526	North America	1	334	A	5.3	X59	7.7	A	-66	X01	-98	A	-13	X01	-26	A	X59	A	A	A
259528	North America	1	334	A	6.3	X15	8.1	A	-78	X01	-101	A	-15	X22	-23	A	X15	A	A	A
259534	North America	1	334	A	6.8	A	9.1	A	-104	X22	-136	A	-6	X01	-15	A	A	A	A	A
259562	North America	1	334	A	5.6	A	8.3	A	-75	X01	-110	A	-11	X01	-20	A	A	A	A	A
259564	North America	1	334	A	6.5	X48	7.8	A	-78	X33	-90	A	-20	X48	-21	A	X48	A	A	A
259570	North America	1	334	A	6.4	A	9	A	-94	X01	-129	A	-8	X01	-16	A	A	A	A	A
259574	North America	1	334	A	7.1	A	9.8	A	-114	X22	-140	A	-7	X22	-12	A	A	A	A	A
259582	North America	1	334	A	4.1	X22	7.1	A	-76	X22	-92	A	-12	X22	-15	A	X22	A	A	A
259594	North America	1	334	A	5.9	X22	8.5	A	-77	X10	-94	A	-21	X10	-26	A	X22	A	A	A
259610	North America	1	334	A	5.1	X22	8	A	-63	X09	-93	A	-19	X53	-29	A	X22	A	A	A
259632	North America	1	334	A	6.6	A	9.5	A	-105	X09	-144	A	-10	X01	-18	A	A	A	A	A
259694	North America	1	333	A	5.6	A	8.1	A	-78	X01	-109	A	-9	X01	-18	A	A	A	A	A
259700	North America	1	334	A	7.5	A	10.2	A	-113	X01	-147	A	-11	X15	-19	A	A	A	A	A
259712	North America	1	334	A	6.8	A	8.9	A	-89	X01	-121	A	-11	X01	-16	A	A	A	A	A
259724	North America	1	333	A	7.5	X16	10.7	A	-102	X10	-114	A	-15	X16	-21	A	X16	A	A	A
259734	North America	1	334	A	4.7	A	7.1	A	-55	X01	-89	A	-12	X01	-19	A	A	A	A	A
259742	North America	1	334	A	6	A	9.4	A	-97	X09	-126	A	-8	X22	-16	A	A	A	A	A
259766	North America	1	334	A	4.9	A	7.4	A	-60	X22	-92	A	-8	X22	-16	A	A	A	A	A
259778	North America	1	334	A	5.5	X15	8.4	A	-70	X09	-85	A	-13	X22	-18	A	X15	A	A	A
259798	North America	1	334	A	4.4	A	7	A	-57	X01	-92	A	-11	X01	-20	A	A	A	A	A
259824	North America	1	334	A	8.2	A	10.6	A	-100	X16	-120	A	-16	X16	-21	A	A	A	A	A
259848	North America	1	334	A	5.2	A	7.5	A	-68	X01	-101	A	-9	X15	-16	A	A	A	A	A
259850	North America	1	334	A	3.5	X22	7.9	A	-70	X09	-91	A	-12	X16	-20	A	X22	A	A	A
259870	North America	1	334	A	4.9	A	7.9	A	-60	X01	-97	A	-9	X01	-19	A	A	A	A	A
259872	North America	1	334	A	4.2	X22	6.7	A	-48	X22	-83	A	-11	X22	-19	A	X22	A	A	A
259880	North America	1	334	A	6.9	X22	9.2	A	-101	X22	-130	A	-7	X22	-11	A	X22	A	A	A
259886	North America	1	334	A	5.8	X15	8.7	A	-105	X01	-117	A	-9	X01	-14	A	X15	A	A	A
259892	North America	1	334	A	5.5	A	8.1	A	-66	X22	-97	A	-9	X22	-19	A	A	A	A	A
259896	North America	1	334	A	6.5	X22	8.1	A	-78	X09	-95	A	-14	X22	-22	A	X22	A	A	A
259898	North America	1	335	A	4.7	A	7.9	A	-66	X16	-100	A	-12	X16	-21	A	A	A	A	A
259910	North America	1	334	A	5.8	X15	8.6	A	-85	X01	-105	A	-8	X22	-10	A	X15	A	A	A
259912	North America	1	334	A	5.5	A	8.3	A	-78	X22	-109	A	-12	X22	-17	A	A	A	A	A
259928	North America	1	334	A	5.8	X22	9.3	A	-99	X01	-122	A	-8	X01	-14	A	X22	A	A	A
259968	North America	1	334	A	5.8	X22	7.9	A	-74	X02	-89	A	-12	X02	-15	A	X22	A	A	A
259978	North America	1	334	A	5.8	A	8.4	A	-84	X01	-115	A	-11	X01	-21	A	A	A	A	A
259994	North America	1	334	A	8	A2	9.2	A	-92	X16	-106	A	-17	X16	-22	A	A2	A	A	A
259998	North America	1	334	A	4.7	X22	7.3	A	-57	X22	-88	A	-12	X22	-20	A	X22	A	A	A
260000	North America	1	334	A	6.3	A	9.1	A	-92	X22	-125	A	-9	X22	-15	A	A	A	A	A
260036	North America	1	334	A	5.6	A	8.2	A	-78	X22	-111	A	-8	X22	-18	A	A	A	A	A
260038	North America	1	334	A	6.2	X48	7.3	A	-71	X33	-85	A	-22	X48	-24	A	X48	A	A	A
260040	North America	1	334	A	6.8	X48	8.3	A	-83	X33	-99	A	-22	X48	-24	A	X48	A	A	A
260044	North America	1	334	A	6	A	9.2	A	-89	X01	-124	A	-9	X01	-18	A	A	A	A	A
260060	West Africa	1	271	A	4.2	X59	7.2	A	-54	X22	-75	A	-13	X22	-20	A	X59	A	A	A
260102	West Africa	1	341	A	4.4	X15	7.6	A	-60	X01	-81	A	-12	X01	-19	A	X15	A	A	A
260122	West Africa	1	340	A	4.6	X22	7.8	A	-66	X01	-88	A	-15	X01	-22	A	X22	A	A	A
260138	West Africa	1	343	A	3.3	X22	6.6	A	-54	X01	-74	A	-11	X22	-17	A	X22	A	A	A
260922	East Africa	1	244	A	3.4	A	6.2	A	-36	X01	-59	A	-9	X15	-17	A	A	A	A	A
260926	East Africa	1	244	A	3.5	A	6.6	A	-38	X01	-68	A	-11	X01	-21	A	A	A	A	A
260932	East Africa	1	244	A	3.2	A	6	A	-33	X01	-64	A	-9	X01	-18	A	A	A	A	A
260936	East Africa	1	244	A	4.3	X22	7.2	A	-52	X01	-73	A	-12	X22	-20	A	X22	A	A	A
260942	East Africa	1	244	A	4.3	A	7.2	A	-45	X01	-73	A	-10	X01	-17	A	A	A	A	A
260946	East Africa	1	244	A	3.6	A	6.2	A	-40	X01	-64	A	-7	X01	-15	A	A	A	A	A
260948	East Africa	1	244	A	4	A	6.7	A	-41	X01	-65	A	-8	X01	-15	A	A	A	A	A
260954	East Africa	1	244	A	3.6	A	6.9	A	-42	X01	-75	A	-10	X22	-21	A	A	A	A	A
260960	East Africa	1	244	A	5.1	A	7.4	A	-51	G	-78	A	-9	X01	-18	A	A	A	A	A
260968	East Africa	1	244	A	3.9	A	6.9	A	-44	X01	-72	A	-13	X01	-22	A	A	A	A	A
260972	East Africa	1	244	A	3.5	A	6.5	A	-36	X01	-66	A	-10	X01	-19	A	A	A	A	A
260974	East Africa	1	244	A	4.6	X22	7.5	A	-47	X22	-73	A	-12	X22	-18	A	X22	A	A	A
260982	East Africa	1	244	A	5.2	A	7.8	A	-64	X01	-90	A	-8	X22	-17	A	A	A	A	A
260988	East Africa	1	244	A	3.8	X22	6.6	A	-45	X22	-67	A	-9	X22	-15	A	X22	A	A	A
260994	East Africa	1	244	A	4.6	A	6.9	A	-47	X01	-71	A	-10	X01	-18	A	A	A	A	A
260996	East Africa	1	244	A	3.4	A	6.6	A	-38	X01	-66	A	-7	X22	-13	A	A	A	A	A
261000	East Africa	1	244	A	4.6	A	7.5	A	-57	X01	-88	A	-11	X22	-22	A	A	A	A	A
261006	East Africa	1	244	A	4.9	X15	7.2	A	-55	X01	-72	A	-12	X22	-19	A	X15	A	A	A
261010	East Africa	1	244	A	4.2	A	7.4	A	-53	X01	-82	A	-9	X01	-18	A	A	A	A	A
261016	East Africa	1	244	A	3.8	A	6.7	A	-41	X01	-74	A	-9	X01	-19	A	A	A	A	A
261018	East Africa	1	244	A	3.8	A	7	A	-44	X01	-74	A	-12	A2	-21	A	A	A	A	A
261030	East Africa	1	243	A	2.9	A	6.5	A	-37	X01	-69	A	-12	X01	-22	A	A	A	A	A
261032	East Africa	1	244	A	4.7	A	7.1	A	-46	X16	-72	A	-11	A2	-20	A	A	A	A	A
261036	East Africa	1	244	A	4.9	A	7.4	A	-55	X22	-82	A	-6	X01	-13	A	A	A	A	A
261038	East Africa	1	244	A	3.8	A	6.7	A	-42	X01	-72	A	-8	X01	-20	A	A	A	A	A
261146	Central Africa	1	301	A	6.8	X22	9.3	A	-88	G	-98	A	-22	X11	-29	A	X22	A	A	A
261170	Central Africa	1	301	A	7.2	X15	8.8	A	-79	X01	-98	A	-19	X01	-24	A	X15	A	A	A
261172	Central Africa	1	301	A	4.2	X59	8.3	A	-84	X09	-98	A	-14	X16	-20	A	X59	A	A	A
